ResponseID,ResponseSet,Name,Repeated Study,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Mturk,track,track_2,Consent Form /    /  /  Study Background and Purpose: This study examines decision-making. Your participat...,mcyes,mcyesconfidence,mcyesfirst,mcyeslast,mcyestotaltime,mcyesclickcount,mcno,mcnoconfidence,mcnofirst,mcnolast,mcnototaltime,mcnoclickcount,optyes,optyesconfidence,optyesfirst,optyeslast,optyestotaltime,optyesclickcount,optno,optnoconfidence,optnofirst,optnolast,optnototaltime,optnoclickcount,This is the last page of questions. Please answer them all.,Are you registered as an organ donor on a state or regional registry? ,Have you communicated with your next of kin about whether or not you would like to be an organ donor...,"If you have communicated with your next of kin about organ donation, what have you communicated?","If you had to explicitly communicate with your next of kin about your wishes, which would you indica...",What is your gender?,What is your age?,Which of the following best describes your race/ethnicity?,What is the highest educational degree you have earned?,Are you currently a student?,What is your marital status?,How many children do you have?,What is your total household income? (Please include your parents if you are listed as a dependent.),With which religious affiliation do you most closely identify?,"About how often do you attend religious services (excluding occasional weddings, funerals, etc.)?","Generally speaking, do you think of yourself as a Republican, a Democrat, or an Independent?","When it comes to social issues, do you think of yourself as a liberal or conservative?",In which US State do you live?,"Have you, or has anyone else in your family, received an organ transplant?","Have you, or has anyone else in your family, received dialysis treatment?","Have you, or has anyone else in your family, worked in health care?","If there were an option to be registered as an organ and tissue donor, but for your donor status to...",How many vital organs (organs that are necessary to live) can be transplanted from a cadaver? Please...,About how many people can receive any (vital or non-vital) organs and tissues from one cadaver? Plea...,About how many people are on the organ waiting list for a kidney in the Untied States? Please make y...,Do you think deceased donor organs are allocated fairly overall? ,Do you think deceased donor organs are allocated fairly to people of different races? ,Do you think deceased donor organs are allocated fairly to people with different incomes? ,Do you think deceased donor organs are allocated fairly to people with differential responsibility f...,surveyfirst,surveylast,surverytotaltime,surveyclickcount,Thank you for completing this survey. Your code for payment on MTurk is ${e://Field/Mturk}-111212101...
R_0TBnm4zncK8K4h7,Default Response Set,Anonymous,,,,0,1/8/13 18:41,1/8/13 18:43,1,456702,74,72,1,1,1,4.747,7.38,7.397,3,1,1,4.559,8.502,8.516,5,1,1,5.125,20.746,20.752,6,1,1,7.777,10.857,10.888,4,1,1,1,1,1,1,27,5,4,1,1,1,7,3,2,6,2,Ohio,2,2,1,2,20,20,15000,1,1,1,1,1.828,74.197,74.214,30,1
R_bBpiNEtAHPtPWqV,Default Response Set,Anonymous,,,,0,1/8/13 18:37,1/8/13 18:44,1,1913327,22,32,1,1,2,80.932,118.163,118.165,6,2,1,18.555,21.499,21.501,3,1,1,40.232,42.904,42.905,3,2,1,7.443,10.404,10.405,4,1,2,2,2,2,1,20,2,2,3,2,0,1,6,5,6,2,MO,2,2,2,2,4,More than 50 ,"17,000",1,1,1,1,5.133,186.775,19.467,33,1
R_82o0tmANAsbPBCB,Default Response Set,Anonymous,,,,0,1/8/13 18:40,1/8/13 18:45,1,1482088,64,59,1,1,3,12.502,20.716,20.722,5,2,1,4.711,8.983,8.988,3,1,3,48.881,56.976,56.981,4,2,1,10.968,19.04,19.045,4,1,2,2,,2,2,33,2,2,1,2,0,3,8,5,4,4,Michigan,2,2,2,2,4,50,"100,000",1,1,2,1,2.36,168.773,168.784,32,1
R_ah0jnxFFLKf9QBn,Default Response Set,Anonymous,,,,0,1/8/13 18:38,1/8/13 18:45,1,455006,1,58,1,1,2,63.545,78.216,78.22,3,1,2,36.331,43.25,43.254,3,2,3,32.565,40.634,40.647,3,1,2,41.368,47.362,47.373,3,1,2,2,1,1,2,30,1,4,3,1,1,5,7,3,4,4,CA,2,2,2,2,4,3,1 million,1,1,1,2,24.68,207.331,207.361,30,1
R_3F8YYWT8T7IFMAR,Default Response Set,Anonymous,,,,0,1/8/13 18:43,1/8/13 18:46,1,7746754,80,43,1,1,1,8.31,14.32,14.324,3,2,1,7.022,10.548,10.555,3,1,1,6.177,9.332,9.338,3,2,1,25.201,28.423,28.427,3,1,1,2,1,1,1,20,1,3,1,2,0,7,4,4,5,4,Illinois,2,2,2,1,4,50,"20,000",1,1,1,1,4.253,105.475,105.487,31,1
R_eLQzu0KJLXIKyON,Default Response Set,Anonymous,,,,0,1/8/13 18:42,1/8/13 18:46,1,7566556,23,73,1,1,2,33.772,38.459,38.463,3,1,2,14.767,19.943,19.947,3,1,2,13.057,16.544,16.547,3,1,2,8.129,11.378,11.38,3,1,1,1,1,1,1,30,4,3,3,3,2,4,8,5,5,2,alaska,1,2,1,1,20,20,100000,2,2,2,1,3.859,121.594,121.598,30,1
R_0Vqtdo0JWpaTubr,Default Response Set,Anonymous,,,,0,1/8/13 18:45,1/8/13 18:47,1,1939076,40,70,1,1,2,8.026,9.922,9.933,3,2,1,20.362,24.105,24.116,4,1,1,4.737,6.68,6.688,3,2,2,8.015,20.787,20.799,9,1,1,1,1,1,1,24,5,4,3,2,0,2,2,3,1,6,NY,2,2,2,1,22,12,500,1,1,1,1,2.445,71.943,71.973,33,1
R_739bVZ2otTkU3l3,Default Response Set,Anonymous,,,,0,1/8/13 18:37,1/8/13 18:48,1,5567115,25,58,1,1,1,31.855,41.345,41.365,3,2,3,22.474,29.365,29.386,3,1,1,68.3,88.145,88.165,4,1,3,11.9,17.966,17.986,3,1,1,1,1,1,2,30,6,5,3,1,1,5,8,4,6,2,PA,2,2,1,2,50,50,100,1,1,2,1,39.329,376.62,376.682,34,1
R_08K42KM4WPhucDz,Default Response Set,Anonymous,,,,0,1/8/13 18:42,1/8/13 18:50,1,5196139,85,92,1,1,1,10.753,14.281,14.284,3,2,1,14.275,18.939,18.943,3,1,1,31.118,40.79,40.794,3,2,3,60.217,71.762,71.764,3,1,1,1,1,1,2,63,5,3,3,4,2 grown up,2,2,4,5,5,florida,2,2,1,2,6,50,"250,000",2,2,2,1,5.819,283.657,283.662,29,1
R_eE9Guz9qeUpMtx3,Default Response Set,Anonymous,,,,0,1/8/13 18:46,1/8/13 18:51,1,7058362,1,24,1,1,1,26.518,37.885,37.888,3,2,3,39.791,44.691,44.694,3,1,1,14.44,16.144,16.146,3,2,3,8.617,11.44,11.443,3,1,1,1,1,1,2,32,1,3,3,1,0,9,8,5,6,2,ME,2,2,2,2,8,40,"500,000",2,1,2,2,1.77,140.819,140.826,38,1
R_9MsD3Y7SsMgtFpX,Default Response Set,Anonymous,,,,0,1/8/13 18:47,1/8/13 18:51,1,6491832,40,98,1,1,3,10.137,15.448,15.45,3,2,1,18.653,49.628,49.631,5,1,3,27.91,42.069,42.071,3,1,3,11.801,15.025,15.027,3,1,1,1,1,1,2,24,5,4,3,2,0,3,8,5,7,1,NC,2,2,2,2,30,50,"300,000",1,1,1,1,3.812,121.606,121.607,29,1
R_6KxiHXXXeuNnDEx,Default Response Set,Anonymous,,,,0,1/8/13 18:46,1/8/13 18:52,1,4245765,12,30,1,1,1,0.595,49.382,49.387,6,2,1,2.441,14.006,14.011,4,1,1,15.862,25.387,25.393,4,2,1,7.481,11.091,11.096,3,1,2,1,2,2,1,22,6,3,2,2,0,3,3,5,6,4,Virginia,2,2,2,2,6,50,2000,1,1,2,2,3.289,188.436,188.448,43,1
R_3vCJFDxXgmsitzD,Default Response Set,Anonymous,,,,0,1/8/13 18:49,1/8/13 18:53,1,1114662,51,43,1,1,1,5.235,9.369,9.369,3,2,2,1.999,8.157,8.158,4,1,2,31.621,42.04,42.04,4,1,3,4.807,16.294,16.294,4,1,1,1,1,1,1,25,5,4,3,2,0,4,8,5,6,1,Kentucky,2,2,1,2,10,10,"100,000",1,1,2,1,2.593,145.426,145.427,33,1
R_2aeRCtS2AMnG1IV,Default Response Set,Anonymous,,,,0,1/8/13 18:48,1/8/13 18:54,1,9338103,98,99,1,1,2,5.181,39.579,39.58,5,2,3,20.177,22.24,22.242,3,2,3,14.426,19.85,19.853,3,2,3,15.178,18.322,18.323,3,1,2,2,2,2,1,28,6,4,3,,0,4,8,5,5,3,New York,2,2,2,2,10,50,"500,000",2,2,2,2,1.051,104.024,104.025,29,1
R_a2T7LoGvUXVzxEV,Default Response Set,Anonymous,,,,0,1/8/13 18:50,1/8/13 18:56,1,7074146,68,39,1,1,1,26.262,30.199,30.201,3,2,3,17.304,21.026,21.027,3,1,1,49.845,56.549,56.549,3,2,3,30.178,36.368,36.371,3,1,1,1,1,1,2,40,6,3,3,1,3,9,3,4,6,3,Ohio,2,1,2,1,50,50,"50,000",1,1,2,1,0.086,181.018,181.021,31,1
R_3jZnqL2qL0GwwBL,Default Response Set,Anonymous,,,,0,1/8/13 18:51,1/8/13 18:57,1,3625456,76,65,1,1,1,6.654,9.271,9.283,3,2,1,6.392,9.06,9.074,3,1,2,20.109,22.701,22.714,3,2,2,23.806,28.622,28.635,3,1,2,1,1,1,2,34,5,3,3,2,0,3,8,5,7,2,Maryland,2,2,2,2,15,50,60000,1,1,1,1,2.196,210.423,210.447,36,1
R_1L0cw8PleiD7pnn,Default Response Set,Anonymous,,,,0,1/8/13 18:54,1/8/13 18:57,1,6001770,28,4,1,1,3,8.907,12.277,12.278,3,2,3,32.712,38.937,38.938,3,1,3,4.777,8.962,8.965,3,2,3,6.63,11.86,11.862,3,1,1,1,1,1,1,30,1,4,3,2,0,5,8,5,4,1,DC,2,2,1,2,20,40,5000,2,2,2,2,2.107,112.506,112.509,31,1
R_9YR7S7lZnrYgaUJ,Default Response Set,Anonymous,,,,0,1/8/13 18:54,1/8/13 18:57,1,185186,98,68,1,1,3,8.226,11.988,11.989,4,2,2,7.504,10.187,10.188,3,1,3,4.776,10.431,10.432,3,2,2,2.695,20.658,20.658,6,1,2,2,2,2,1,18,1,3,1,2,0,11,2,4,4,3,TX,2,2,2,2,12,87,50000,1,1,2,1,3.181,102.788,102.789,40,1
R_6DWWCahOdcXpFbf,Default Response Set,Anonymous,,,,0,1/8/13 18:52,1/8/13 18:58,1,1076224,45,91,1,1,1,13.238,18.118,18.121,3,2,3,66.683,70.386,70.388,5,1,1,22.943,28.227,28.232,3,1,2,9.164,12.219,12.221,3,1,2,2,1,1,2,22,5,4,3,2,0,1,8,5,6,2,texas,2,2,2,1,20,50,"100,000",1,1,1,1,4.181,135.653,135.657,29,1
R_aXccOoh36IEwwzb,Default Response Set,Anonymous,,,,0,1/8/13 18:54,1/8/13 18:58,1,7427941,84,61,1,1,1,5.618,6.946,6.957,3,2,1,10.477,12.164,12.18,3,1,1,23.305,25.929,25.944,3,2,1,31.195,33.643,33.658,3,1,2,1,2,2,1,33,5,4,3,2,0,4,8,5,5,2,Illinois,2,2,1,2,10,50,200000,1,1,1,1,2.256,99.388,99.441,29,1
R_1X4hBoO5q903bJH,Default Response Set,Anonymous,,,,0,1/8/13 18:56,1/8/13 18:59,1,7098884,56,53,1,1,1,6.97,9.675,9.682,3,1,1,2.483,6.036,6.043,3,1,1,19.549,22.512,22.519,3,1,1,16.812,20.852,20.86,3,1,1,1,1,1,2,27,5,3,2,2,0,8,8,5,5,2,WA,2,2,1,2,12,15,250000,1,1,1,1,2.565,87.894,87.911,30,1
R_6sSqnl247IlPrDL,Default Response Set,Anonymous,,,,0,1/8/13 18:55,1/8/13 18:59,1,5079115,31,85,1,1,1,13.554,15.625,15.637,3,2,1,22.2,32.904,32.916,4,1,1,5.485,10.108,10.117,3,1,1,22.296,24.91,24.923,3,1,1,1,1,1,2,59,5,4,3,1,1,9,2,2,7,3,Michigan,2,2,1,2,25,10,200000,1,1,1,1,4.767,130.488,130.513,29,1
R_eVgq7QmsHHBUx2l,Default Response Set,Anonymous,,,,0,1/8/13 18:55,1/8/13 19:00,1,9952922,1,38,1,1,1,46.964,53.452,53.467,3,2,1,16.486,20.382,20.396,3,1,1,29.739,32.682,32.689,3,2,1,15.165,18.541,18.556,3,1,2,1,2,2,1,70,5,3,3,1,5,8,3,1,6,2,Colorado,2,2,2,2,50,50,20000,1,2,2,1,4.525,150.465,150.508,30,1
R_0c8Js0w2vMwd9mR,Default Response Set,Anonymous,,,,0,1/8/13 18:48,1/8/13 19:00,1,5476545,19,74,1,1,3,42.981,56.875,56.88,3,2,2,14.694,32.5,32.504,4,1,2,27.941,32.021,32.025,3,2,2,43.085,60.115,60.12,3,1,2,2,,2,2,53,5,4,3,1,2,10,1,2,1,6,CA,2,2,1,2,5,100,"10,000",1,1,1,1,10.538,486.264,486.271,35,1
R_0pPHD0tYYvHnBCB,Default Response Set,Anonymous,,,,0,1/8/13 18:48,1/8/13 19:00,1,7509333,60,60,1,1,1,3.824,87.907,87.917,2,2,1,13.636,53.799,53.81,3,1,1,54.092,127.512,127.522,3,2,2,20.118,69.54,69.549,4,1,2,2,2,2,1,58,1,4,3,2,0,3,8,5,4,1,California,2,2,1,2,2,1,"8,500",2,2,2,2,3.881,194.575,194.623,31,1
R_1YbEueVF5U5gKA5,Default Response Set,Anonymous,,,,0,1/8/13 18:58,1/8/13 19:03,1,4578413,12,29,1,1,1,44.294,68.198,68.212,4,1,3,14.824,22.894,22.908,3,1,1,8.825,11.521,11.531,3,1,2,7.04,10.175,10.186,3,1,1,1,1,1,2,43,5,4,3,1,2,6,2,5,7,2,California,2,2,2,2,30,30,50000,2,2,2,2,2.588,118.756,118.786,32,1
R_6ROw6rn7QFxYN2R,Default Response Set,Anonymous,,,,0,1/8/13 18:59,1/8/13 19:06,1,7772838,69,45,1,1,1,7.209,16.328,16.329,3,1,1,14.84,22.039,22.04,3,1,1,43.408,52.726,52.727,3,1,1,25.589,33.643,33.644,3,1,1,1,1,1,2,42,2,5,3,1,2,7,4,4,7,1,Oregon,2,2,2,2,7,7,"500,000",1,1,1,1,3.817,180.796,180.8,30,1
R_esM9mUIFspz0Prv,Default Response Set,Anonymous,,,,0,1/8/13 18:56,1/8/13 19:06,1,5657038,62,83,1,1,1,21.562,24.246,24.248,3,2,2,2.677,13.682,13.685,3,1,1,20.562,70.846,70.85,7,2,3,80.96,84.855,84.857,3,1,1,1,1,1,1,22,5,4,2,2,0,11,7,5,5,2,VA,2,1,2,2,8,50,"200,000",1,1,2,1,3.868,335.979,335.982,37,1
R_71D1G1PnYluMIcJ,Default Response Set,Anonymous,,,,0,1/8/13 19:02,1/8/13 19:07,1,8126087,66,68,1,1,1,9.658,18.152,18.16,3,2,1,5.296,8.935,8.943,3,1,1,36.242,53.331,53.338,3,2,1,15.933,20.881,20.89,3,1,2,1,2,2,2,32,5,4,3,2,0,2,8,5,5,1,VA,2,2,1,1,52,50,10000,2,2,2,2,5.383,142.576,142.595,32,1
R_41JLgCgKpOrsmEJ,Default Response Set,Anonymous,,,,0,1/8/13 19:00,1/8/13 19:08,1,2536471,31,58,1,2,1,11.763,28.205,28.205,3,2,1,28.881,35.074,35.075,3,2,1,12.473,14.436,14.437,3,2,1,14.39,22.593,22.594,5,1,2,2,,2,1,25,1,4,3,2,1,11,6,4,6,2,Arizona,2,2,1,2,10,10,5000,2,2,2,2,3.481,164.771,164.772,31,1
R_0lenVZFaDaRky9v,Default Response Set,Anonymous,,,,0,1/8/13 19:03,1/8/13 19:10,1,5351796,81,39,1,1,1,6.108,8.218,9.539,2,2,1,15.917,17.552,18.384,2,1,1,11.126,12.993,13.971,2,2,3,42.545,45.127,45.905,2,1,2,1,2,2,2,28,5,4,3,3,0,4,3,4,6,3,ca,2,2,1,2,9,50,10000,2,2,2,1,5.072,152.426,152.858,30,1
R_cBhrzbAph0fcX7n,Default Response Set,Anonymous,,,,0,1/8/13 19:07,1/8/13 19:12,1,6599219,80,75,1,1,1,5.931,16.107,16.11,4,1,1,15.372,17.356,17.359,3,1,1,20.947,26.299,26.303,3,1,1,46.91,88.758,88.761,5,1,1,2,1,1,1,30,1,4,3,2,0,8,2,3,5,3,California,2,1,1,2,50,50,10000,2,2,2,2,4.989,128.082,128.092,30,1
R_aVjhn5OKUI2Iz0V,Default Response Set,Anonymous,,,,0,1/8/13 19:08,1/8/13 19:13,1,2761916,58,89,1,1,1,11.715,14.665,14.674,3,2,2,12.704,15.7,15.709,3,1,1,38.014,43.696,43.705,3,1,2,19.25,23.498,23.508,3,1,2,2,2,2,1,44,5,2,3,2,0,2,4,5,6,3,ks,2,2,1,2,10,50,"10,000,000",1,1,2,1,3.761,153.001,153.019,30,1
R_8Hf7ZxdT2PiE0iF,Default Response Set,Anonymous,,,,0,1/8/13 19:11,1/8/13 19:15,1,6408269,87,62,1,1,1,4.036,8.505,8.506,4,2,3,3.782,11.28,11.281,4,1,1,15.319,19.111,19.113,3,1,3,27.991,32.731,32.733,4,1,1,2,1,1,1,19,5,3,1,2,0,11,8,5,4,2,Virginia,2,2,2,2,7,50,2000,1,1,1,1,5.844,108.292,90.288,35,1
R_0CH9TKd5vv6BfOl,Default Response Set,Anonymous,,,,0,1/8/13 19:11,1/8/13 19:15,1,1609931,23,34,1,1,2,31.536,37.472,37.475,4,2,2,7.499,12.083,12.086,4,1,2,16.142,19.742,19.745,3,2,2,6.177,9.465,9.469,3,1,1,1,1,1,1,48,5,4,3,1,2,8,1,1,,6,oklahoma,2,2,1,2,5,50,5000,1,1,1,1,3.662,111.876,111.881,28,1
R_cORyQgrcM52Egap,Default Response Set,Anonymous,,,,0,1/8/13 19:12,1/8/13 19:16,1,2578235,76,4,1,1,1,3.471,10.455,10.459,3,2,1,3.414,12.901,12.902,3,1,1,4.859,11.466,11.468,3,2,2,27.155,45.159,45.162,4,1,2,2,,2,1,23,1,4,1,2,0,5,8,5,6,2,California,2,2,2,2,5,10,50000,2,2,2,1,2.577,107.542,107.546,32,1
R_3W3h1u9DC30RFXv,Default Response Set,Anonymous,,,,0,1/8/13 19:12,1/8/13 19:16,1,7376346,34,16,1,1,2,4.77,10.962,10.963,3,2,3,7.138,23.802,23.803,6,1,2,3.982,5.702,5.703,3,2,3,21.655,28.055,28.056,7,1,1,1,2,2,1,18,5,3,1,2,0,8,6,4,6,3,Florida,2,2,2,1,4,2,10000,1,1,1,1,1.642,147.801,147.802,48,1
R_cTkW3FgIqi5yGEJ,Default Response Set,Anonymous,,,,0,1/8/13 19:06,1/8/13 19:17,1,3777103,34,81,1,1,1,35.212,46.114,46.115,3,2,1,61.764,76.259,76.26,4,1,2,30.416,42.344,42.347,3,2,3,63.95,69.725,69.728,3,1,1,1,1,1,1,65,6,3,3,1,0,4,2,5,6,3,North carolina,1,2,2,2,8,10,8000,,1,1,2,8.404,350.995,350.996,30,1
R_4Np8LOCuJvbKiO1,Default Response Set,Anonymous,,,,0,1/8/13 19:13,1/8/13 19:18,1,1201583,80,33,1,1,1,9.155,18.299,18.309,3,2,1,15.131,23.593,23.603,4,1,1,13.303,17.775,17.784,3,2,4,35.04,43.952,43.961,3,1,1,1,1,1,1,27,5,4,3,2,0,2,4,5,5,2,New Mexico,2,2,2,2,10,50,30000,2,2,2,1,4.19,149.838,149.867,32,1
R_e8NjtcB0TcZCeEZ,Default Response Set,Anonymous,,,,0,1/8/13 19:11,1/8/13 19:18,1,1089591,22,35,1,1,1,39.88,55.989,55.992,5,2,1,12.264,26.946,26.95,3,1,1,15.113,23.608,23.61,3,2,3,41.279,46.93,46.933,3,1,1,1,1,1,2,46,5,4,3,2,0,4,8,5,7,1,FL,2,2,2,2,6,50,20000,1,1,2,1,4.958,202.513,202.518,31,1
R_0pTIEnJf28qzl8V,Default Response Set,Anonymous,,,,0,1/8/13 19:18,1/8/13 19:21,1,6415454,80,70,1,1,1,2.855,5.207,5.207,4,2,1,6.323,11.308,11.308,4,1,1,12.172,15.732,15.732,3,2,2,28.742,33.926,33.926,4,1,2,1,2,2,1,23,6,4,1,2,0,6,8,5,7,1,ohio,2,2,2,2,50,50,1000000,1,1,1,1,2.674,91.566,91.567,55,1
R_9SmMFvTXYhFfFZz,Default Response Set,Anonymous,,,,0,1/8/13 19:15,1/8/13 19:22,1,521214,54,81,1,1,1,18.208,22.826,22.826,3,2,1,14.42,17.946,17.946,3,1,1,20.962,51.442,51.442,5,2,3,14.223,25.471,25.471,4,1,1,1,1,1,1,28,5,4,3,1,0,7,1,2,2,5,North Carolina,2,2,2,2,50,50,20000,1,1,2,2,8.683,88.305,88.308,33,1
R_3IqjSwKdvrcjhUF,Default Response Set,Anonymous,,,,0,1/8/13 19:19,1/8/13 19:22,1,3755380,9,8,1,1,1,0.034,28.911,28.919,7,1,2,2.278,15.956,15.965,4,1,1,2.048,5.357,5.364,3,1,2,1.437,8.181,8.19,5,1,1,1,1,1,1,31,5,3,1,2,0,4,4,4,4,4,Ohio,2,2,2,1,35,60,100000,1,1,1,1,0.952,110.156,110.168,51,1
R_00MCKz5C373dqAZ,Default Response Set,Anonymous,,,,0,1/8/13 19:14,1/8/13 19:23,1,2838296,18,88,1,1,2,65.179,71.967,78.134,2,2,2,20.327,24.915,29.125,2,1,2,34.606,37.871,41.05,2,1,4,18.593,35.661,38.459,4,1,2,1,1,1,1,46,5,5,3,1,2,11,2,4,6,2,California,2,2,1,2,10,50,20000,2,2,2,2,3.551,176.148,183.825,31,1
R_3UXFqlIU7fqFoyN,Default Response Set,Anonymous,,,,0,1/8/13 19:21,1/8/13 19:24,1,3649466,54,68,1,1,1,5.046,8.725,8.726,3,2,2,2.821,14.366,14.367,4,1,1,37.957,43.793,43.795,3,1,3,13.798,18.712,18.714,3,1,1,1,1,1,2,24,5,5,3,2,0,11,8,5,7,1,CT,2,2,2,2,50,50,"100,000",1,1,2,1,1.667,115.802,115.805,30,1
R_3lvwcz9haWWyAK1,Default Response Set,Anonymous,,,,0,1/8/13 19:21,1/8/13 19:24,1,9633949,82,100,1,1,1,3.87,8.366,8.369,6,1,1,3.536,9.543,9.546,5,1,1,4.346,16.786,16.789,7,1,1,9.723,21.475,21.477,5,1,1,1,1,1,1,25,5,4,3,2,0,3,8,4,5,2,California,2,2,1,1,10,11,"100,000",2,2,2,1,1.524,126.938,126.944,59,1
R_3rXPyh4kiPZS6nr,Default Response Set,Anonymous,,,,0,1/8/13 19:23,1/8/13 19:25,1,6964279,36,89,1,2,1,6.905,9.995,9.997,3,2,1,9.738,25.499,25.502,4,1,1,3.668,6.694,6.696,4,2,1,7.246,12.207,12.21,5,1,2,2,,1,1,58,5,4,1,1,0,7,7,5,7,3,CA,2,2,2,2,6,6,100000,1,1,1,1,2.346,89.006,89.01,28,1
R_dgpAieErBr6N5A1,Default Response Set,Anonymous,,,,0,1/8/13 19:22,1/8/13 19:27,1,4818526,64,22,1,1,2,12.11,19.406,19.409,3,2,2,2.201,9.842,9.844,3,1,2,32.759,38.199,38.202,3,2,2,18.47,25.878,25.881,3,1,1,1,1,1,1,34,5,4,3,2,0,2,4,5,5,3,NY,2,2,1,2,6,20,100000,1,1,1,1,3.608,170.346,170.353,29,1
R_50VzPIlx2VYuf8F,Default Response Set,Anonymous,,,,0,1/8/13 19:24,1/8/13 19:27,1,4861536,40,39,1,1,1,4.934,12.921,12.951,4,2,1,13.002,30.957,31.003,5,1,1,1.838,5.97,6.009,5,2,2,8.862,12.389,12.427,4,1,2,2,1,1,1,21,1,3,1,2,0,11,8,4,6,2,CA,2,2,1,2,4,4,"10,000",2,1,2,1,2.339,105.821,105.851,45,1
R_02o3R1zdlq7F51b,Default Response Set,Anonymous,,,,0,1/8/13 19:24,1/8/13 19:27,1,8156249,61,89,1,1,1,15.595,20.907,20.908,5,1,1,3.514,11.537,11.539,3,1,1,14.763,18.585,18.586,3,1,1,13.447,18.398,18.4,3,1,2,1,1,1,2,23,5,4,3,2,0,8,8,5,5,2,texas,2,2,1,1,10,15,900000,2,2,2,1,2.236,88.173,88.175,35,1
R_0j1UjwNiG8bZPkp,Default Response Set,Anonymous,,,,0,1/8/13 19:26,1/8/13 19:31,1,6178905,25,85,1,1,3,42.925,50.204,50.205,3,1,3,10.714,16.065,16.066,4,1,2,14.932,21.588,21.589,5,1,2,8.952,12.064,12.065,3,1,1,1,1,1,1,24,5,3,1,2,0,7,8,5,4,4,NC,2,2,2,2,50,50,1000000,1,1,1,1,7.194,169.186,169.187,37,1
R_bPZC4ynpYYIzRDn,Default Response Set,Anonymous,,,,0,1/8/13 19:27,1/8/13 19:32,1,2844455,86,14,1,1,1,7.92,11.656,11.979,3,2,1,2.87,2.87,3.196,1,1,1,10.353,13.029,13.359,3,2,3,11.469,24.225,24.534,3,1,1,1,1,1,2,29,5,4,3,1,1,10,3,4,7,2,washington,2,1,1,2,50,100,500000,1,1,1,1,2.641,150.8,151.134,35,1
R_4HGBxSLv4L5W4sd,Default Response Set,Anonymous,,,,0,1/8/13 19:27,1/8/13 19:32,1,9553633,32,73,1,1,3,23.919,32.896,32.926,3,2,3,20.265,24.542,24.569,3,2,3,12.359,17.443,17.472,5,2,3,12.007,18.829,18.857,3,1,2,1,2,2,1,26,5,3,1,2,0,7,3,4,4,4,Florida,2,2,1,1,3,1,4000,1,1,2,1,4.107,171.231,171.286,30,1
R_2mlVfPWAdWrCiKp,Default Response Set,Anonymous,,,,0,1/8/13 19:28,1/8/13 19:33,1,8658670,7,83,1,1,2,41.11,58.04,58.047,4,2,2,12.409,17.926,17.933,3,1,2,21.931,25.793,25.8,3,2,2,5.265,9.382,9.389,3,1,2,2,,2,1,44,5,3,3,3,2,3,7,5,5,3,Texas,2,2,1,2,13,13,200000,1,1,1,2,4.344,168.178,168.195,31,1
R_73QmtcqOoFGZEMJ,Default Response Set,Anonymous,,,,0,1/8/13 19:32,1/8/13 19:37,1,5957705,54,98,1,1,1,27.699,30.359,30.367,3,2,1,5.223,8.999,9.007,3,1,1,33.571,45.478,45.485,3,1,1,22.029,24.463,24.471,3,1,1,2,1,1,1,21,5,3,1,2,0,8,3,4,4,4,Wisconsin,2,2,1,2,50,50,Hundreds of Thousands,2,1,1,2,3.498,114.158,114.177,31,1
R_41wXuhF0dEv3wmp,Default Response Set,Anonymous,,,,0,1/8/13 19:35,1/8/13 19:39,1,7944902,79,23,1,1,1,5.591,8.258,8.262,3,2,1,15.909,18.672,18.677,3,1,1,3.846,6.132,6.138,3,1,1,5.753,8.74,8.744,3,1,1,2,,1,1,25,5,4,3,2,2,3,2,4,7,1,Pennsylvania,1,2,1,1,20,50,500000,1,1,1,1,4.417,145.163,145.169,29,1
R_afahnupY0u1l15z,Default Response Set,Anonymous,,,,0,1/8/13 19:37,1/8/13 19:40,1,1193111,30,33,1,1,1,4.365,7.018,7.019,3,2,2,0.04,11.711,11.712,5,1,1,3.316,5.485,5.487,3,1,1,5.049,7.593,7.593,3,1,1,2,1,1,1,20,5,3,1,2,0,11,4,3,7,1,NY,2,1,1,2,11,15,"50,000",2,2,2,1,3.668,87.64,87.641,34,1
R_0SPlBzFtRWtmOnb,Default Response Set,Anonymous,,,,0,1/8/13 19:39,1/8/13 19:42,1,3708297,52,79,1,1,1,12.851,19.184,19.186,3,2,3,5.211,8.106,8.108,4,1,1,4.849,30.504,30.504,24,2,3,12.631,16.375,16.375,3,1,1,1,1,1,1,24,5,4,3,2,0,7,4,1,4,3,Texas,2,2,2,2,20,50,25000,2,1,2,1,3.144,114.916,114.916,38,1
R_9n7RmOyz6RDIY2F,Default Response Set,Anonymous,,,,0,1/8/13 19:38,1/8/13 19:43,1,8162461,90,48,1,1,1,2.297,6.062,6.064,4,2,1,40.028,51.815,51.815,4,1,1,21.536,38.786,38.788,7,2,2,21.705,27.377,27.378,3,1,1,2,,1,1,25,5,3,3,2,0,2,8,5,7,1,Oklahoma,2,2,1,2,4,6,10000,1,1,1,1,1.273,148.846,148.851,36,1
